33.2,121, 49
99.6,121, 47
166.0,123, 45
232.4,129, 43
298.8,134, 42
365.2,142, 40
431.6,150, 40
498.0,156, 41
564.4,162, 40
630.8,168, 40
697.2,176, 40
763.6,182, 40
830.0,188, 39
896.4,195, 39
962.8,206, 38
1029.2,214, 38
1095.6,221, 40
1162.0,224, 40
1228.4,226, 39
1294.8,232, 40
1361.2,240, 40
1427.6,249, 42
1494.0,250, 42
1560.4,251, 43
1626.8,250, 42
1693.2,248, 40
1759.6,249, 40
1826.0,248, 39
1892.4,249, 40
1958.8,251, 40
2025.2,251, 40
2091.6,252, 40
2158.0,253, 40
2224.4,252, 39
2290.8,251, 38
2357.2,249, 39
2423.6,248, 39
2490.0,252, 38
2556.4,254, 39
2622.8,255, 39
2689.2,254, 39
2755.6,254, 39
2822.0,252, 39
2888.4,249, 37
2954.8,247, 36
3021.2,248, 36
3087.6,249, 37
3154.0,250, 38
3220.4,252, 41
3286.8,252, 42
3353.2,252, 41
3419.6,252, 41
3486.0,252, 41
3552.4,251, 39
3618.8,250, 36
3685.2,245, 41
3751.6,251, 40
3818.0,251, 40
3884.4,250, 40
3950.8,250, 42
4017.2,250, 41
4083.6,250, 42
4150.0,250, 41
4216.4,249, 41
4282.8,249, 43
4349.2,249, 44
4415.6,249, 43
4482.0,250, 45
4548.4,249, 47
4614.8,249, 48
4681.2,249, 49
4747.6,249, 50
4814.0,249, 50
4880.4,247, 51
4946.8,245, 54
5079.6,247, 50
5146.0,246, 48
5212.4,246, 49
5278.8,245, 49
5345.2,244, 49
5411.6,241, 50
5478.0,239, 49
5544.4,233, 49
5610.8,218, 50
5677.2,230, 48
5743.6,228, 49
5810.0,227, 49
5876.4,217, 50
5942.8,220, 51
6009.2,223, 51
6075.6,224, 51
6142.0,223, 52
6208.4,222, 53
6274.8,221, 54
6341.2,219, 55
6407.6,219, 56
6474.0,217, 58
6540.4,215, 60
6606.8,217, 63
6673.2,217, 63
6739.6,217, 65
6806.0,215, 68
6872.4,213, 71
6938.8,213, 71
7005.2,213, 71
7071.6,214, 72
7138.0,214, 72
7204.4,213, 73
7270.8,213, 74
7337.2,211, 75
7403.6,210, 76
7470.0,209, 78
7536.4,209, 77
7602.8,210, 76
7669.2,210, 76
7735.6,210, 75
7802.0,211, 74
7868.4,211, 75
7934.8,211, 75
8001.2,211, 76
8067.6,212, 77
8134.0,213, 77
8200.4,213, 77
8266.8,213, 80
8333.2,213, 81
8399.6,213, 81
8466.0,213, 80
8532.4,213, 81
8598.8,214, 82
8665.2,215, 83
8731.6,215, 85
8798.0,216, 87
8864.4,216, 90
8930.8,217, 94
8997.2,216, 95
9063.6,215, 96
9130.0,216, 97
9196.4,217, 98
9262.8,218, 99
9329.2,219, 99
9395.6,218, 99
9462.0,218, 100
9528.4,218, 101
9594.8,219, 102
9661.2,218, 107
9727.6,218, 112
9794.0,220, 117
9860.4,222, 124
9926.8,224, 126
9993.2,226, 128
10059.6,229, 131
10126.0,230, 131
10192.4,229, 130
10258.8,229, 131
10325.2,230, 132
10391.6,234, 133
10458.0,241, 136
10524.4,244, 140
10590.8,250, 143
10657.2,253, 145
10790.0,256, 146
10856.4,257, 143
10922.8,258, 141
10989.2,257, 141
11055.6,256, 142
11122.0,257, 144
11188.4,261, 135
11254.8,256, 133
11719.6,252, 127
11786.0,256, 129
11852.4,256, 124
11918.8,257, 125
11985.2,259, 126
12051.6,254, 118
12118.0,256, 122
12184.4,258, 120
12250.8,257, 121
12317.2,258, 123
12383.6,262, 122
12516.4,257, 133
12582.8,256, 126
12649.2,255, 124
12715.6,259, 127
12782.0,260, 130
12848.4,259, 128
12914.8,258, 128
12981.2,257, 127
13047.6,252, 125
13180.4,251, 114
13246.8,248, 122
13313.2,244, 116
13379.6,244, 118
13578.8,238, 112
13645.2,244, 112
13711.6,245, 112
13778.0,245, 113
13844.4,245, 113
13910.8,242, 113
13977.2,243, 115
14043.6,243, 114
14110.0,243, 117
14176.4,246, 118
14242.8,244, 117
14442.0,238, 110
14508.4,245, 113
14574.8,246, 112
14641.2,246, 109
14707.6,248, 107
14774.0,248, 103
14840.4,246, 104
14906.8,245, 105
14973.2,248, 95
15039.6,251, 87
15106.0,253, 82
15172.4,254, 79
15238.8,257, 70
15305.2,259, 65
15371.6,263, 56
15637.2,258, 65
15703.6,260, 65
15770.0,258, 65
15836.4,262, 67
15969.2,268, 51
16035.6,263, 69
16102.0,265, 54
16168.4,265, 55
16234.8,265, 53
16301.2,266, 52
16367.6,264, 52
16434.0,267, 49
16500.4,269, 50
16633.2,267, 57
16699.6,267, 57
16766.0,264, 58
16832.4,264, 55
16898.8,266, 52
17098.0,258, 43
17164.4,257, 41
17230.8,256, 38
17297.2,256, 37
17363.6,255, 35
17430.0,252, 35
17496.4,251, 37
17562.8,249, 36
17629.2,247, 36
17695.6,248, 37
17762.0,249, 36
18027.6,250, 38
18094.0,244, 39
18160.4,239, 40
18226.8,237, 40
18293.2,236, 40
18359.6,234, 40
18426.0,242, 40
18492.4,218, 37
18558.8,230, 38
18625.2,231, 39
18691.6,232, 39
18758.0,232, 39
18824.4,232, 38
18890.8,230, 38
18957.2,229, 38
19023.6,229, 38
19090.0,230, 37
19156.4,231, 38
19222.8,231, 39
19289.2,231, 39
19355.6,231, 39
19422.0,230, 38
19488.4,230, 38
19554.8,229, 38
19621.2,227, 38
19687.6,225, 37
19754.0,223, 37
19820.4,222, 37
19886.8,220, 37
19953.2,221, 38
20019.6,219, 38
20086.0,217, 39
20152.4,212, 39
20218.8,207, 40
20285.2,202, 40
20351.6,198, 39
20418.0,196, 39
20484.4,190, 39
20550.8,187, 41
20617.2,183, 42
20683.6,175, 41
20750.0,167, 40
20816.4,160, 41
20882.8,153, 43
20949.2,143, 43
21015.6,132, 42
21082.0,121, 41
21148.4,113, 41
21214.8,106, 41
21281.2,99, 41
21347.6,91, 41
21414.0,83, 41
21480.4,78, 41
21546.8,75, 42
21613.2,75, 41
21679.6,76, 41
21746.0,77, 42
21812.4,76, 45
21878.8,73, 48
21945.2,69, 51
22011.6,69, 55
22078.0,68, 57
22144.4,66, 57
22210.8,65, 58
22277.2,64, 59
22343.6,62, 60
22410.0,61, 61
22476.4,60, 61
22542.8,61, 62
22609.2,61, 64
22675.6,61, 66
22742.0,61, 67
22808.4,61, 67
22874.8,61, 67
22941.2,61, 68
23007.6,61, 68
23074.0,61, 69
23140.4,61, 70
23206.8,61, 70
23273.2,61, 70
23339.6,61, 70
23406.0,61, 70
23472.4,61, 70
23538.8,61, 70
23605.2,61, 70
23671.6,61, 70
23738.0,61, 70
23804.4,61, 70
23870.8,61, 70
23937.2,61, 70
24003.6,61, 70
24070.0,61, 70
24136.4,61, 70
24202.8,61, 69
24269.2,61, 69
24335.6,62, 70
24402.0,62, 72
24468.4,63, 73
24534.8,63, 74
24601.2,64, 74
24667.6,65, 75
24734.0,66, 75
24800.4,66, 76
24866.8,65, 77
24933.2,65, 76
24999.6,65, 77
25066.0,66, 77
25132.4,66, 77
25198.8,66, 76
25265.2,66, 76
25331.6,66, 76
25398.0,66, 76
25464.4,66, 76
25530.8,66, 76
25597.2,66, 76
25663.6,66, 76
25730.0,66, 76
25796.4,66, 76
25862.8,66, 76
25929.2,66, 76
25995.6,66, 76
26062.0,67, 76
26128.4,67, 76
26194.8,68, 76
26261.2,69, 76
26327.6,70, 76
26394.0,71, 75
26460.4,71, 76
26526.8,72, 77
26593.2,75, 78
26659.6,77, 79
26726.0,79, 80
26792.4,81, 82
26858.8,83, 85
26925.2,86, 87
26991.6,88, 87
27058.0,89, 87
27124.4,88, 89
27190.8,85, 89
27257.2,82, 88
27323.6,81, 88
27390.0,80, 90
27456.4,80, 91
27522.8,79, 95
27589.2,78, 98
27655.6,77, 100
27722.0,76, 100
27788.4,75, 101
27854.8,73, 100
27921.2,72, 100
27987.6,71, 100
28054.0,71, 100
28120.4,71, 100
28186.8,72, 100
28253.2,73, 100
28319.6,73, 102
28386.0,71, 106
28452.4,67, 112
28518.8,65, 120
28585.2,63, 126
28651.6,63, 128
28718.0,63, 128
28784.4,63, 129
28850.8,63, 131
28917.2,64, 134
28983.6,65, 135
29050.0,64, 136
29116.4,65, 137
29182.8,65, 137
29249.2,65, 137
29315.6,65, 137
29382.0,65, 137
29448.4,65, 137
29514.8,65, 137
29581.2,65, 137
29647.6,65, 138
29714.0,65, 138
29780.4,65, 139
29846.8,66, 139
29913.2,66, 140
29979.6,65, 139
30046.0,66, 137
30112.4,67, 137
30178.8,67, 138
30245.2,68, 138
30311.6,69, 139
30378.0,70, 140
30444.4,72, 142
30510.8,73, 144
30577.2,73, 144
30643.6,73, 144
30710.0,73, 145
30776.4,73, 146
30842.8,73, 146
30909.2,73, 146
30975.6,72, 146
31042.0,71, 146
31108.4,70, 146
31174.8,70, 146
31241.2,69, 146
31307.6,69, 145
31374.0,69, 145
31440.4,69, 145
31506.8,69, 144
31573.2,68, 144
31639.6,69, 143
31706.0,69, 143
31772.4,69, 143
31838.8,69, 143
31905.2,68, 143
31971.6,69, 143
32038.0,69, 143
32104.4,69, 142
32170.8,70, 141
32237.2,70, 140
32303.6,70, 139
32370.0,71, 139
32436.4,71, 139
32502.8,71, 139
32569.2,71, 139
32635.6,71, 139
32702.0,71, 139
32768.4,71, 139
32834.8,71, 139
32901.2,71, 139
32967.6,72, 138
33034.0,72, 138
33100.4,72, 139
33166.8,73, 138
33233.2,75, 138
33299.6,75, 139
33366.0,76, 138
33432.4,78, 138
33498.8,80, 139
33565.2,80, 139
33631.6,79, 138
33698.0,80, 138
33764.4,78, 139
33830.8,77, 140
33897.2,77, 141
33963.6,78, 142
34030.0,77, 141
34096.4,77, 140
34162.8,79, 140
34229.2,85, 140
34295.6,92, 140
34362.0,96, 141
34428.4,101, 141
34494.8,105, 141
34561.2,108, 141
34627.6,110, 141
34694.0,111, 141
34760.4,112, 142
34826.8,113, 142
34893.2,117, 143
34959.6,119, 143
35026.0,124, 143
35092.4,131, 141
35158.8,139, 139
35225.2,148, 140
35291.6,156, 141
35358.0,166, 141
35424.4,176, 141
35490.8,186, 143
35557.2,195, 144
35623.6,203, 144
35690.0,211, 143
35756.4,217, 143
35822.8,222, 144
35889.2,227, 145
35955.6,230, 145
36022.0,233, 144
36088.4,235, 143
36154.8,238, 144
36221.2,239, 145
36287.6,239, 145
36354.0,241, 146
36420.4,245, 146
36486.8,250, 146
36553.2,250, 145
36619.6,251, 144
36686.0,252, 144
36752.4,251, 146
36818.8,248, 148
36885.2,247, 147
36951.6,249, 145
37018.0,251, 146
37084.4,252, 145
37150.8,253, 145
37217.2,255, 145
37283.6,255, 146
37350.0,256, 146
37416.4,254, 144
37482.8,255, 144
37549.2,254, 144
37615.6,255, 145
37682.0,255, 145
37748.4,255, 144
37814.8,254, 144
37881.2,254, 144
37947.6,254, 144
38014.0,253, 144
38080.4,253, 145
38146.8,254, 145
38213.2,254, 146
38279.6,254, 146
38346.0,252, 147
38412.4,250, 147
38478.8,247, 147
38545.2,247, 147
38611.6,248, 148
38678.0,247, 148
38744.4,249, 147
38810.8,251, 144
38877.2,246, 149
38943.6,247, 153
39010.0,245, 152
39076.4,252, 143
39142.8,252, 141
39209.2,253, 140
39275.6,254, 138
39342.0,256, 136
39408.4,256, 136
39474.8,255, 142
39541.2,257, 144
39607.6,257, 145
39674.0,256, 143
39740.4,257, 140
39806.8,259, 138
39873.2,262, 131
39939.6,263, 128
40006.0,264, 124
40072.4,264, 120
40138.8,264, 117
40205.2,263, 115
40470.8,266, 99
40537.2,266, 98
40603.6,264, 93
40670.0,264, 96
40736.4,262, 89
40802.8,262, 85
40869.2,263, 83
40935.6,263, 82
41002.0,264, 81
41068.4,264, 76
41134.8,263, 74
41201.2,260, 73
41267.6,262, 72
41334.0,265, 68
41400.4,262, 70
41466.8,261, 63
41533.2,266, 56
41599.6,266, 54
41666.0,264, 54
41732.4,264, 53
41798.8,264, 52
41865.2,265, 50
41931.6,268, 45
41998.0,262, 61
42064.4,265, 55
42130.8,264, 54
42197.2,264, 52
42263.6,265, 51
42330.0,266, 51
42396.4,265, 51
42462.8,265, 50
42529.2,264, 46
42728.4,263, 55
42794.8,264, 54
42861.2,264, 58
42927.6,265, 43
42994.0,264, 50
43060.4,265, 50
43126.8,265, 50
43193.2,264, 50
43259.6,263, 50
43392.4,265, 58
43525.2,266, 47
43591.6,268, 49
43658.0,266, 47
43724.4,263, 48
43790.8,264, 48
43857.2,264, 49
43923.6,264, 50
43990.0,263, 53
44122.8,268, 52
44189.2,265, 51
44322.0,261, 49
44388.4,261, 46
44521.2,252, 45
44587.6,258, 48
44654.0,257, 47
44720.4,257, 46
44786.8,257, 44
44853.2,256, 42
44919.6,255, 41
45052.4,237, 36
45118.8,243, 38
45185.2,243, 37
45251.6,243, 39
45318.0,239, 40
45384.4,244, 39
45450.8,248, 38
45517.2,239, 40
45716.4,250, 38
45782.8,246, 38
45849.2,246, 39
45915.6,246, 40
45982.0,245, 40
46048.4,245, 40
46114.8,246, 40
46181.2,247, 39
46247.6,252, 36
46314.0,249, 38
46380.4,249, 38
46446.8,256, 35
46513.2,243, 41
46579.6,243, 42
46646.0,242, 42
46712.4,241, 43
46778.8,239, 44
46845.2,238, 43
46911.6,240, 43
46978.0,242, 39
47044.4,245, 37
47110.8,246, 37
47177.2,246, 40
47243.6,243, 41
47310.0,242, 41
47376.4,242, 42
47442.8,242, 42
47509.2,242, 42
47575.6,242, 41
47642.0,242, 42
47708.4,241, 42
47774.8,241, 42
47841.2,241, 41
47907.6,243, 39
47974.0,241, 41
48040.4,243, 42
48106.8,242, 43
48173.2,241, 44
48239.6,240, 45
48306.0,238, 46
48372.4,239, 43
48438.8,237, 42
48505.2,235, 43
48571.6,234, 43
48638.0,225, 47
48704.4,240, 43
48770.8,238, 43
48837.2,238, 43
48903.6,237, 43
48970.0,239, 42
49036.4,239, 41
49102.8,238, 42
49169.2,236, 40
49235.6,237, 41
49302.0,237, 41
49501.2,236, 43
49567.6,237, 39
49634.0,237, 38
49700.4,237, 38
49766.8,234, 35
49966.0,242, 39
50032.4,239, 37
50098.8,236, 36
50165.2,233, 36
50298.0,236, 37
50364.4,220, 36
50497.2,240, 39
50563.6,238, 38
50630.0,236, 39
50696.4,237, 39
50762.8,240, 39
50829.2,238, 39
50895.6,236, 39
50962.0,235, 38
51028.4,232, 36
51094.8,232, 37
51161.2,233, 39
51227.6,235, 40
51294.0,235, 41
51360.4,236, 42
51426.8,236, 42
51493.2,235, 42
51559.6,236, 41
51758.8,221, 55
51825.2,227, 52
51891.6,228, 53
51958.0,225, 53
52024.4,221, 55
52090.8,217, 58
52157.2,211, 64
52223.6,210, 68
52290.0,208, 68
52356.4,201, 72
52422.8,199, 74
52489.2,196, 76
52555.6,190, 80
52622.0,187, 82
52688.4,175, 82
52754.8,165, 80
52821.2,152, 80
52887.6,144, 85
52954.0,134, 85
53020.4,128, 86
53086.8,123, 88
53153.2,118, 92
53219.6,109, 95
53286.0,101, 98
53352.4,93, 102
53418.8,86, 107
53485.2,80, 112
53551.6,75, 116
53618.0,73, 116
53684.4,67, 120
53750.8,64, 126
53817.2,63, 130
53883.6,62, 130
53950.0,62, 130
54016.4,63, 131
54082.8,64, 132
54149.2,64, 134
54215.6,65, 135
54282.0,65, 136
54348.4,65, 136
54414.8,66, 137
54481.2,67, 137
54547.6,68, 139
54614.0,67, 140
54680.4,66, 140
54746.8,66, 140
54813.2,67, 140
54879.6,68, 141
54946.0,68, 140
55012.4,68, 140
55078.8,66, 140
55145.2,67, 140
55211.6,67, 140
55278.0,66, 140
55344.4,67, 140
55410.8,67, 140
55477.2,68, 139
55543.6,68, 139
55610.0,68, 139
55676.4,69, 138
55742.8,71, 137
55809.2,74, 136
55875.6,76, 135
55942.0,78, 136
56008.4,78, 136
56074.8,79, 137
56141.2,80, 138
56207.6,80, 138
56274.0,81, 139
56340.4,80, 139
56406.8,80, 138
56473.2,80, 138
56539.6,79, 139
56606.0,80, 138
56672.4,81, 137
56738.8,82, 137
56805.2,82, 137
56871.6,83, 136
56938.0,83, 136
57004.4,83, 135
57070.8,83, 135
57137.2,83, 134
57203.6,83, 134
57270.0,84, 133
57336.4,85, 133
57402.8,87, 132
57469.2,87, 132
57535.6,88, 133
57602.0,88, 133
57668.4,88, 133
57734.8,87, 133
57801.2,87, 133
57867.6,87, 133
57934.0,85, 133
58000.4,85, 131
58066.8,88, 129
58133.2,88, 130
58199.6,89, 131
58266.0,88, 131
58332.4,87, 131
58398.8,87, 130
58465.2,88, 129
58531.6,87, 131
58598.0,88, 131
58664.4,89, 130
58730.8,87, 130
58797.2,85, 131
58863.6,84, 131
58930.0,85, 135
58996.4,82, 134
59062.8,82, 134
59129.2,82, 134
59195.6,83, 134
59262.0,82, 134
59328.4,82, 135
59394.8,82, 134
59461.2,83, 134
59527.6,83, 134
59594.0,84, 133
59660.4,85, 133
59726.8,85, 133
59793.2,85, 133
59859.6,85, 132
59926.0,86, 132
59992.4,88, 130
60058.8,90, 130
60125.2,92, 128
60191.6,94, 126
60258.0,93, 127
60324.4,93, 127
60390.8,94, 127
60457.2,94, 127
60523.6,94, 126
60590.0,95, 126
60656.4,97, 126
60722.8,96, 126
60789.2,96, 127
60855.6,96, 127
60922.0,95, 128
60988.4,96, 127
61054.8,97, 125
61121.2,98, 125
61187.6,100, 124
61254.0,102, 123
61320.4,102, 122
61386.8,98, 125
61453.2,101, 124
61519.6,101, 125
61586.0,100, 125
61652.4,100, 125
61718.8,97, 125
61785.2,102, 127
61851.6,102, 127
61918.0,102, 127
61984.4,102, 127
62050.8,102, 128
62117.2,98, 127
62183.6,100, 125
62250.0,100, 125
62316.4,101, 126
62382.8,104, 128
62449.2,108, 130
62515.6,111, 132
62582.0,112, 134
62648.4,113, 134
62714.8,113, 134
62781.2,117, 136
62847.6,121, 138
62914.0,123, 140
62980.4,125, 142
63046.8,125, 143
63113.2,126, 144
63179.6,127, 144
63246.0,127, 144
63312.4,127, 143
63378.8,127, 143
63445.2,127, 143
63511.6,127, 143
63578.0,127, 143
63644.4,127, 143
63710.8,127, 143
63777.2,126, 142
63843.6,126, 142
63910.0,125, 142
63976.4,125, 142
64042.8,124, 141
64109.2,124, 143
64175.6,125, 143
64242.0,125, 142
64308.4,125, 142
64374.8,125, 142
64441.2,121, 143
64507.6,126, 142
64574.0,127, 143
64640.4,130, 143
64706.8,132, 143
64773.2,133, 144
64839.6,135, 146
64906.0,143, 144
64972.4,149, 144
65038.8,158, 144
65105.2,166, 144
65171.6,174, 143
65238.0,180, 141
65304.4,189, 141
65370.8,198, 143
65437.2,206, 144
65503.6,215, 143
65570.0,222, 143
65636.4,230, 145
65702.8,235, 146
65769.2,243, 145
65835.6,249, 143
65902.0,253, 144
65968.4,253, 145
66034.8,253, 145
66101.2,250, 145
66167.6,250, 144
66234.0,250, 145
66300.4,249, 146
66366.8,250, 145
66433.2,249, 145
66499.6,251, 145
66566.0,254, 144
66632.4,254, 144
66698.8,257, 143
66765.2,255, 144
66831.6,255, 142
66898.0,258, 143
66964.4,258, 143
67030.8,260, 142
67097.2,259, 141
67163.6,259, 140
67230.0,259, 141
67296.4,260, 139
67362.8,261, 140
67495.6,259, 144
67562.0,260, 142
67628.4,260, 138
67694.8,260, 138
67761.2,260, 138
67827.6,260, 139
67894.0,258, 147
67960.4,261, 144
68026.8,257, 136
68093.2,259, 138
68159.6,259, 138
68226.0,260, 140
68292.4,260, 140
68358.8,261, 141
68425.2,261, 141
68491.6,262, 141
68558.0,266, 145
68624.4,264, 145
68690.8,267, 142
68757.2,266, 144
68823.6,268, 143
68890.0,267, 142
68956.4,265, 140
69022.8,265, 140
69089.2,265, 141
69155.6,268, 143
69222.0,267, 144
69288.4,266, 144
69354.8,267, 148
69421.2,266, 142
69487.6,266, 143
69554.0,268, 143
69620.4,267, 143
69686.8,267, 144
69753.2,268, 143
69819.6,267, 145
69886.0,266, 145
69952.4,267, 146
70018.8,266, 143
70085.2,267, 143
70151.6,268, 143
70218.0,268, 143
70284.4,268, 144
70350.8,267, 144
70417.2,268, 144
70483.6,268, 145
70550.0,269, 145
70616.4,268, 144
70682.8,268, 143
70749.2,266, 142
70815.6,265, 144
70948.4,267, 147
71014.8,267, 143
71081.2,263, 143
71147.6,267, 146
71214.0,265, 144
71280.4,264, 148
71678.8,262, 147
71745.2,258, 145
72276.4,263, 148
72608.4,264, 149
72741.2,267, 150
72807.6,269, 146
72874.0,270, 146
72940.4,269, 146
73006.8,267, 145
73073.2,267, 145
73139.6,265, 146
73206.0,266, 147
73272.4,266, 146
73405.2,267, 146
73471.6,267, 145
73538.0,269, 145
73604.4,268, 145
73670.8,268, 145
73737.2,267, 147
73803.6,266, 147
73870.0,265, 147
73936.4,265, 146
74002.8,267, 146
74069.2,267, 145
74135.6,268, 144
74202.0,269, 146
74268.4,268, 146
74334.8,267, 146
74401.2,266, 146
74467.6,267, 146
74534.0,267, 146
74666.8,268, 149
74733.2,268, 143
74799.6,268, 145
74866.0,268, 145
74932.4,267, 144
74998.8,268, 145
75065.2,267, 146
75198.0,268, 149
75264.4,267, 145
75330.8,267, 146
75397.2,267, 144
75463.6,269, 146
75530.0,268, 145
75596.4,267, 147
75662.8,267, 146
75729.2,267, 146
75795.6,266, 147
75862.0,267, 148
75928.4,266, 144
75994.8,267, 145
76061.2,267, 144
76127.6,268, 145
76194.0,268, 145
76326.8,268, 145
76393.2,266, 146
76459.6,268, 147
76526.0,267, 148
76658.8,268, 146
76725.2,267, 144
76791.6,267, 145
76858.0,266, 144
76924.4,267, 146
76990.8,267, 146
77057.2,267, 145
77123.6,267, 145
77190.0,267, 144
77256.4,267, 143
77322.8,267, 144
77389.2,267, 144
77455.6,267, 144
77522.0,267, 145
77588.4,267, 145
77654.8,267, 145
77721.2,268, 147
77787.6,267, 145
77854.0,267, 145
77920.4,267, 144
77986.8,267, 145
78053.2,267, 145
78119.6,267, 145
78186.0,267, 143
78252.4,267, 145
78318.8,267, 146
78385.2,266, 144
78783.6,261, 144
78916.4,260, 142
79115.6,271, 143
79182.0,269, 145
79514.0,266, 147
79580.4,265, 149
79646.8,266, 144
79713.2,268, 144
79779.6,265, 145
79846.0,262, 140
79912.4,263, 141
79978.8,266, 144
80045.2,265, 144
80111.6,265, 143
80178.0,265, 144
80244.4,266, 146
80310.8,265, 144
80377.2,264, 143
80510.0,264, 142
80576.4,265, 148
80642.8,266, 144
80709.2,267, 145
80775.6,266, 143
80842.0,266, 145
80908.4,265, 147
80974.8,264, 146
81240.4,265, 144
81306.8,263, 146
81439.6,268, 144
81506.0,263, 144
81572.4,263, 145
81771.6,262, 143
81838.0,264, 144
81904.4,263, 147
82037.2,257, 144
82103.6,259, 146
82170.0,263, 147
82236.4,265, 144
82302.8,263, 144
82369.2,262, 145
82435.6,261, 145
82502.0,261, 144
82634.8,255, 144
82767.6,260, 142
82834.0,259, 145
82900.4,253, 145
83099.6,249, 142
83166.0,255, 143
83232.4,257, 142
83298.8,257, 142
83365.2,256, 144
83431.6,250, 150
83498.0,247, 150
83630.8,247, 145
83697.2,244, 147
83763.6,241, 146
83830.0,239, 143
83962.8,233, 142
84029.2,243, 142
84095.6,242, 141
84162.0,243, 141
84228.4,243, 141
84294.8,239, 142
84361.2,240, 146
84427.6,240, 147
84494.0,244, 148
84560.4,244, 147
84626.8,245, 145
84693.2,246, 145
84759.6,244, 144
84826.0,247, 145
84892.4,250, 145
84958.8,250, 144
85025.2,251, 146
85091.6,252, 146
85158.0,254, 147
85224.4,253, 145
85290.8,254, 145
85357.2,251, 143
85556.4,250, 144
85622.8,251, 142
85689.2,249, 141
85755.6,260, 143
85822.0,250, 139
85888.4,249, 137
85954.8,247, 134
86021.2,247, 131
86154.0,238, 114
86220.4,240, 109
86286.8,235, 101
